feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate	gender	male	-7.68011704401279e-06	4.18954544161177e-06	524	123	0.0673488237791421	0.158735996968686
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	gender	male	3.96096548365402e-05	2.1678047121179e-05	524	523	0.0682448788239904	0.160354531224468
X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis	gender	male	2.37537005361293e-05	1.30261890884441e-05	524	523	0.0687953278453066	0.161153581435795
COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	born_method	vaginal	-3.11166163751293e-05	1.72311239217658e-05	524	524	0.0715206876522379	0.167026971773214
PWY.5484..glycolysis.II..from.fructose.6.phosphate.	born_method	vaginal	-1.8145733215685e-05	1.00846632787281e-05	524	515	0.0725435004098018	0.16796791266205
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	born_method	vaginal	1.95656821136568e-05	1.08683939326209e-05	524	514	0.0724015712528162	0.16796791266205
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.	born_method	vaginal	2.83035201100451e-05	1.57320442071071e-05	524	516	0.0725814348448285	0.16796791266205
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	born_method	vaginal	-1.5834642333644e-05	8.90076634682446e-06	524	461	0.0758194094405178	0.174932733829628
P562.PWY..myo.inositol.degradation.I	born_method	vaginal	6.88634920172469e-06	3.95585313665402e-06	524	130	0.08230898452051	0.189335381809942
RHAMCAT.PWY..L.rhamnose.degradation.I	born_method	vaginal	-1.9628890248217e-05	1.12954758739613e-05	524	459	0.0828429901079931	0.189548656694807
PWY.6731..starch.degradation.III	gender	male	-8.07097627196207e-06	4.64526806905219e-06	524	322	0.0828966057346739	0.189548656694807
FERMENTATION.PWY..mixed.acid.fermentation	born_method	vaginal	2.0137445297872e-05	1.17071525147283e-05	524	447	0.0860085203469109	0.195497111530367
PWY66.391..fatty.acid..beta..oxidation.VI..peroxisome.	gender	male	-8.77028012019169e-06	5.09552576107072e-06	524	226	0.0858131325362019	0.195497111530367
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	born_method	vaginal	-1.29087214307437e-05	7.54741869702209e-06	524	248	0.0877966507555371	0.19897110792527
CODH.PWY..reductive.acetyl.coenzyme.A.pathway	gender	male	-1.3602561777761e-05	8.01577084215792e-06	524	255	0.0902986641564429	0.204037689509839
PWY66.399..gluconeogenesis.III	born_method	vaginal	6.19511179781919e-06	3.68353628120896e-06	524	148	0.0931994666916918	0.209972916134812
PWY.6588..pyruvate.fermentation.to.acetone	gender	male	-8.78439039210677e-06	5.26722378153865e-06	524	323	0.0959670851975763	0.215574156191623
PWY.5913..TCA.cycle.VI..obligate.autotrophs.	gender	male	2.84432703466822e-05	1.71360519456948e-05	524	504	0.0975464285001187	0.217962469561547
THREOCAT.PWY..superpathway.of.L.threonine.metabolism	gender	male	-5.57449457313079e-06	3.3589655395956e-06	524	118	0.097599382584348	0.217962469561547
PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.	born_method	vaginal	1.61455810700479e-05	9.76493244161657e-06	524	420	0.0988468226211001	0.220106587580705
PWY.6606..guanosine.nucleotides.degradation.II	gender	male	-2.10797682214414e-05	1.27972220014736e-05	524	472	0.100116946895132	0.222288641512091
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	born_method	vaginal	-2.7560328835598e-05	1.67856630938644e-05	524	524	0.101214795221664	0.223658701220421
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	gender	male	-2.01438331705574e-05	1.22723520388087e-05	524	446	0.101317975618128	0.223658701220421
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	gender	male	2.06234766760988e-05	1.26043851827219e-05	524	522	0.102398625407836	0.225394675466673
PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis	born_method	vaginal	-1.64433168137832e-05	1.01197539457472e-05	524	519	0.104794338493817	0.230007058126829
PWY.5181..toluene.degradation.III..aerobic...via.p.cresol.	gender	male	-7.37667469445776e-06	4.54391251521729e-06	524	120	0.105104684456211	0.230029109409878
P124.PWY..Bifidobacterium.shunt	gender	male	1.82592371646118e-05	1.13228558020376e-05	524	203	0.107436976231904	0.234463600551677
PWY.5367..petroselinate.biosynthesis	gender	male	-2.58434284108032e-05	1.61323958036581e-05	524	427	0.109770882311869	0.238876408667306
PWY.6317..galactose.degradation.I..Leloir.pathway.	gender	male	-2.10984386731814e-05	1.34589891447327e-05	524	517	0.117579432367405	0.255144037375162
P221.PWY..octane.oxidation	gender	male	-6.15321002711078e-06	3.93690451872665e-06	524	423	0.118670034306894	0.256783181579325
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.	gender	male	-2.17432039141008e-05	1.39473287678983e-05	524	523	0.119615152308623	0.257374176034845
PWY.7391..isoprene.biosynthesis.II..engineered.	gender	male	-1.17978838489299e-05	7.56196383321835e-06	524	284	0.1193289504822	0.257374176034845
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.	born_method	vaginal	1.80768861204091e-05	1.16979573108074e-05	524	507	0.122880211199472	0.263446033764804
PWY.7269..NAD.NADP.NADH.NADPH.mitochondrial.interconversion..yeast.	born_method	vaginal	7.05499034012999e-06	4.57683274949933e-06	524	265	0.123812757382937	0.263446033764804
PWY.5030..L.histidine.degradation.III	gender	male	1.08296836086097e-05	7.01500862464041e-06	524	337	0.123246942694835	0.263446033764804
PWY.6182..superpathway.of.salicylate.degradation	gender	male	-6.12716763834041e-06	3.97418137523994e-06	524	107	0.12374310925833	0.263446033764804
THISYNARA.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.III..eukaryotes.	gender	male	1.37141594760375e-05	8.91283655389241e-06	524	513	0.124485246821677	0.264143210707493
PWY0.1261..anhydromuropeptides.recycling	born_method	vaginal	1.6975368674268e-05	1.10674815252154e-05	524	452	0.125684404462303	0.265950977398132
PWY.5973..cis.vaccenate.biosynthesis	gender	male	-2.36058021338188e-05	1.54704874628398e-05	524	520	0.127651468301744	0.269369214102304
PWY.5177..glutaryl.CoA.degradation	gender	male	-8.93439162767122e-06	5.8902619457515e-06	524	405	0.129921871012493	0.273407014273542
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	gender	male	1.5129783504748e-05	9.98468614721606e-06	524	518	0.130303177218329	0.273458174655452
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	gender	male	2.12791384248864e-05	1.41132747870458e-05	524	514	0.132227386157314	0.275984135685294
PWY.7664..oleate.biosynthesis.IV..anaerobic.	born_method	vaginal	1.82508982803832e-05	1.20936297491494e-05	524	507	0.131870920934559	0.275984135685294
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	born_method	vaginal	1.56118282409795e-05	1.04378308188738e-05	524	514	0.13533820314288	0.280945971835897
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I	gender	male	1.2221428015141e-05	8.16581383626613e-06	524	420	0.135087879881571	0.280945971835897
HISDEG.PWY..L.histidine.degradation.I	gender	male	1.41002307019025e-05	9.4525932162639e-06	524	451	0.136388654744162	0.281600295239967
PWY3DJ.35471..L.ascorbate.biosynthesis.IV	born_method	vaginal	6.39278517941708e-06	4.28552941384941e-06	524	111	0.136379305388454	0.281600295239967
FASYN.ELONG.PWY..fatty.acid.elongation....saturated	born_method	vaginal	1.86253133661936e-05	1.26446923347434e-05	524	508	0.141361688613306	0.291083477090839
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	gender	male	-1.26871153470998e-05	8.67449583889894e-06	524	396	0.144186199522506	0.296103562558284
PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli.	gender	male	-9.665035729928e-06	6.62432029707421e-06	524	252	0.145161391106342	0.296516334899889
NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I	gender	male	2.19567954300689e-05	1.50414138470817e-05	524	352	0.144959807477768	0.296516334899889
PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	gender	male	1.94785522895246e-05	1.33668253177389e-05	524	524	0.145655066605467	0.29673346015901
PWY.5659..GDP.mannose.biosynthesis	gender	male	-1.59113835913218e-05	1.10279215551656e-05	524	518	0.149670119467168	0.304104274567243
PWY.6168..flavin.biosynthesis.III..fungi.	born_method	vaginal	-1.4973854595486e-05	1.04120527358081e-05	524	518	0.15099839497123	0.30599145647609
PWY0.862...5Z..dodec.5.enoate.biosynthesis	gender	male	-2.19202082831019e-05	1.53148398850374e-05	524	515	0.152942355754725	0.30834175854179
PENTOSE.P.PWY..pentose.phosphate.pathway	gender	male	-1.47053625554006e-05	1.02746180457061e-05	524	519	0.152963274472428	0.30834175854179
AST.PWY..L.arginine.degradation.II..AST.pathway.	gender	male	-8.88618872425289e-06	6.2794673075154e-06	524	345	0.157631250948333	0.316917423166465
PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation	gender	male	-2.1723606236399e-05	1.53865100633815e-05	524	523	0.158587989389713	0.318006282388797
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	gender	male	-1.24249102195512e-05	8.83389666362404e-06	524	396	0.160170718323151	0.320341436646302
PWY.6182..superpathway.of.salicylate.degradation	born_method	vaginal	5.5766642518556e-06	3.97626874687698e-06	524	107	0.161365511837858	0.321890578301561
COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	gender	male	2.40542542231726e-05	1.72220783160389e-05	524	524	0.163095374533146	0.323762546950725
HSERMETANA.PWY..L.methionine.biosynthesis.III	gender	male	2.33064704756963e-05	1.67056254823756e-05	524	505	0.16357193951688	0.323762546950725
PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY..protocatechuate.degradation.II..ortho.cleavage.pathway.	gender	male	-6.94390208296654e-06	4.97407712161206e-06	524	149	0.163303580990223	0.323762546950725
PWY.7663..gondoate.biosynthesis..anaerobic.	gender	male	-2.15108547222908e-05	1.54654915533971e-05	524	523	0.164851395805279	0.324617401508596
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	born_method	vaginal	1.31790492729099e-05	9.46615353645898e-06	524	466	0.164447147661928	0.324617401508596
PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	gender	male	-2.29562228332332e-05	1.65244217825065e-05	524	523	0.165356272147316	0.324776678114985
THRESYN.PWY..superpathway.of.L.threonine.biosynthesis	gender	male	1.99656841103581e-05	1.44407142262702e-05	524	523	0.16738089087765	0.327912435837033
ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	born_method	vaginal	-1.86466196019698e-05	1.3555841144145e-05	524	524	0.169554780186357	0.331323881690687
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	gender	male	-1.89087918547868e-05	1.37663955352526e-05	524	518	0.170173083432273	0.331685959056287
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II	born_method	vaginal	-9.97666980519065e-06	7.29880483307296e-06	524	480	0.172249017605028	0.334880069760028
HISDEG.PWY..L.histidine.degradation.I	born_method	vaginal	-1.28448415490501e-05	9.45755803118126e-06	524	451	0.175001942564329	0.339370855707028
PWY.6151..S.adenosyl.L.methionine.cycle.I	gender	male	2.37984708732065e-05	1.76058902222933e-05	524	523	0.17704715174614	0.342469995549352
PWY.2942..L.lysine.biosynthesis.III	born_method	vaginal	2.26745540136974e-05	1.68576379422808e-05	524	524	0.179190668933743	0.344874503525746
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	born_method	vaginal	1.14789804087979e-05	8.52864472066086e-06	524	425	0.178909640135841	0.344874503525746
PWY.3801..sucrose.degradation.II..sucrose.synthase.	gender	male	-6.25504609319448e-06	4.70102116094482e-06	524	121	0.183912015279695	0.352191509260616
PWY.7345..superpathway.of.anaerobic.sucrose.degradation	gender	male	-6.10702080463297e-06	4.58521974316473e-06	524	121	0.18347779782502	0.352191509260616
UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.	born_method	vaginal	4.95705320512213e-06	3.76376542158825e-06	524	332	0.188402085663993	0.359890268375607
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	gender	male	-1.95753720605334e-05	1.49463370003294e-05	524	514	0.190871066896577	0.363699595131288
PWY0.1061..superpathway.of.L.alanine.biosynthesis	gender	male	1.83724927526515e-05	1.4095598322982e-05	524	477	0.193006901566826	0.366856790571188
PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.	born_method	vaginal	1.6916177847505e-05	1.301925549053e-05	524	414	0.194408825101492	0.368606831751838
PWY.7616..methanol.oxidation.to.carbon.dioxide	gender	male	-3.27130821029424e-06	2.52184708706069e-06	524	101	0.195140844790241	0.369081202739074
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	gender	male	1.80053715941981e-05	1.39772096287281e-05	524	524	0.198249899673766	0.370817258644978
AST.PWY..L.arginine.degradation.II..AST.pathway.	born_method	vaginal	8.1019605336237e-06	6.28276549164838e-06	524	345	0.19777798600228	0.370817258644978
PWY.5690..TCA.cycle.II..plants.and.fungi.	gender	male	-1.18038768849083e-05	9.13941872150857e-06	524	365	0.197090989297834	0.370817258644978
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis	gender	male	-7.45949185205673e-06	5.77600973522119e-06	524	356	0.197116494963764	0.370817258644978
REDCITCYC..TCA.cycle.VIII..helicobacter.	gender	male	-4.42445042282173e-06	3.43637061000278e-06	524	303	0.198479211546268	0.370817258644978
PWY.6749..CMP.legionaminate.biosynthesis.I	gender	male	-4.67705213060802e-06	3.63871281148682e-06	524	69	0.199237937704665	0.371329100442271
PWY.6897..thiamin.salvage.II	gender	male	-1.3737692391553e-05	1.07386468970621e-05	524	516	0.201369350728479	0.374086759620167
PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule	gender	male	-3.5287641729757e-06	2.76039958157611e-06	524	66	0.20169429728868	0.374086759620167
PWY.7409..phospholipid.remodeling..phosphatidylethanolamine..yeast.	gender	male	-3.45265459632539e-06	2.71086925806527e-06	524	84	0.203361150838701	0.376267250102525
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	gender	male	1.30785760686539e-05	1.03103480893747e-05	524	523	0.205189413594605	0.377306841058536
PWY.2942..L.lysine.biosynthesis.III	gender	male	2.14071023859208e-05	1.68487884007764e-05	524	524	0.204458495620716	0.377306841058536
PWY.922..mevalonate.pathway.I	gender	male	-1.06692705949327e-05	8.42075196313727e-06	524	447	0.205713811688514	0.377306841058536
PWY.5178..toluene.degradation.IV..aerobic...via.catechol.	gender	male	-3.36423890998248e-06	2.6562878985961e-06	524	65	0.205893289246042	0.377306841058536
PWY.3781..aerobic.respiration.I..cytochrome.c.	gender	male	7.20794953167254e-06	5.70083082590215e-06	524	204	0.206663208422931	0.377813884610896
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	gender	male	-3.70563600398906e-06	2.93700184335039e-06	524	202	0.207618782734029	0.378657113272063
UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.	gender	male	-4.7119253987865e-06	3.76178960514082e-06	524	332	0.210922179891425	0.383768146785823
PWY.6823..molybdenum.cofactor.biosynthesis	gender	male	-3.80244616707082e-06	3.05145845178916e-06	524	197	0.213284845955491	0.3871473744121
PWY0.1296..purine.ribonucleosides.degradation	gender	male	-2.26058807348856e-05	1.81695305872324e-05	524	522	0.213998552912557	0.387511929547284
PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I	gender	male	-1.93869376354769e-05	1.55992967086874e-05	524	522	0.214497464919123	0.387511929547284
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	gender	male	-1.21115605257887e-05	9.78844309289268e-06	524	510	0.216520972121627	0.390247210929804
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II	born_method	vaginal	-2.07454829516834e-05	1.68283556260659e-05	524	521	0.218217754611147	0.392382159699856
PWY.1622..formaldehyde.assimilation.I..serine.pathway.	gender	male	-3.25326827784736e-06	2.64344733849285e-06	524	130	0.218993575577096	0.39285498569568
PWY.3841..folate.transformations.II	gender	male	1.75006565081746e-05	1.43117076924651e-05	524	524	0.221950163028793	0.397228562803868
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	born_method	vaginal	1.63946685063505e-05	1.34354873960848e-05	524	510	0.222921720240623	0.398037383926147
COA.PWY..coenzyme.A.biosynthesis.I	gender	male	1.80649391737904e-05	1.48682235850921e-05	524	524	0.224915207347422	0.400662904251453
PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain.	gender	male	-6.20210774687144e-06	5.12253854411627e-06	524	183	0.226540614514878	0.4016900711074
PWY.181..photorespiration	gender	male	-3.58652073356723e-06	2.95910260447128e-06	524	96	0.226050315161849	0.4016900711074
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	born_method	vaginal	1.19859460108748e-05	9.9899304349575e-06	524	518	0.230761266640844	0.407931451692987
PENTOSE.P.PWY..pentose.phosphate.pathway	born_method	vaginal	-1.23243440349746e-05	1.02800146152798e-05	524	519	0.231125652786888	0.407931451692987
PWY3O.355..stearate.biosynthesis.III..fungi.	gender	male	-3.93155091482051e-06	3.28692530613294e-06	524	166	0.23219453292939	0.408875890169914
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	gender	male	-1.03178356769346e-05	8.67436415338721e-06	524	332	0.234799289298856	0.412514347713127
PWY.7254..TCA.cycle.VII..acetate.producers.	gender	male	-1.12514055426025e-05	9.54743829571859e-06	524	353	0.2391457381627	0.419189097099835
LACTOSECAT.PWY..lactose.and.galactose.degradation.I	gender	male	-3.14852003042468e-05	2.70402481053314e-05	524	504	0.244801806378597	0.428123707045673
X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation	gender	male	-3.6840519079071e-06	3.17122969349648e-06	524	184	0.245884865506531	0.429038284687934
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV	gender	male	1.20055824256114e-05	1.034931481474e-05	524	446	0.246565276138386	0.429247730731827
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	gender	male	1.74414029661246e-05	1.50979850560076e-05	524	524	0.248532354481047	0.430883871930769
P562.PWY..myo.inositol.degradation.I	gender	male	-4.56651287366634e-06	3.9537764823423e-06	524	130	0.248630119312532	0.430883871930769
PANTO.PWY..phosphopantothenate.biosynthesis.I	gender	male	-1.32062309489412e-05	1.14493093519025e-05	524	522	0.249253707555119	0.430989480783795
ARO.PWY..chorismate.biosynthesis.I	gender	male	1.12682396933413e-05	9.85499938540334e-06	524	524	0.25339624903432	0.437165600811461
HISTSYN.PWY..L.histidine.biosynthesis	gender	male	1.74484888941121e-05	1.53179030219576e-05	524	518	0.255188568816355	0.439268412838939
PWY66.400..glycolysis.VI..metazoan.	gender	male	1.53976557008912e-05	1.35768166469956e-05	524	520	0.257268347456848	0.441855502582837
PWY66.409..superpathway.of.purine.nucleotide.salvage	gender	male	-1.71291924176046e-05	1.53123830781778e-05	524	511	0.263805122591288	0.449999854888954
ENTBACSYN.PWY..enterobactin.biosynthesis	gender	male	-9.70007171885693e-06	8.68132871422154e-06	524	298	0.264360228067924	0.449999854888954
PWY.5692..allantoin.degradation.to.glyoxylate.II	gender	male	-2.99393263473093e-06	2.67346970235942e-06	524	185	0.263286085840636	0.449999854888954
URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants	gender	male	-2.99393263473093e-06	2.67346970235942e-06	524	185	0.263286085840636	0.449999854888954
PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	gender	male	1.67376090083497e-05	1.50335302908543e-05	524	517	0.266070731553328	0.451907273547337
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	gender	male	-9.27032084745822e-06	8.36143707177603e-06	524	488	0.268071375838516	0.454297951089167
GLUCONEO.PWY..gluconeogenesis.I	born_method	vaginal	9.40555190173971e-06	8.53382671178031e-06	524	488	0.270905602002656	0.455424311292286
P221.PWY..octane.oxidation	born_method	vaginal	4.339444260615e-06	3.93897231132446e-06	524	423	0.27111421142204	0.455424311292286
PWY0.1533..methylphosphonate.degradation.I	gender	male	-3.27487644145885e-06	2.96165308887291e-06	524	180	0.269340907638947	0.455424311292286
PWY.5994..palmitate.biosynthesis.I..animals.and.fungi.	gender	male	-4.67075473606599e-06	4.23087273103519e-06	524	105	0.270115951228352	0.455424311292286
PWY.6185..4.methylcatechol.degradation..ortho.cleavage.	gender	male	-5.31690941411883e-06	4.84680544547037e-06	524	128	0.273151416421439	0.457842417896766
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	gender	male	1.02320087568143e-05	9.36710634390094e-06	524	468	0.275191163990186	0.45968099424727
GLUDEG.I.PWY..GABA.shunt	gender	male	-3.89806398692988e-06	3.57048000266951e-06	524	201	0.275448533106393	0.45968099424727
NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II	gender	male	7.93893862045656e-06	7.29497327158587e-06	524	480	0.276976788042081	0.461226564435292
PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I	gender	male	-1.67517426957275e-05	1.54722781435021e-05	524	524	0.279445097167669	0.462321694234199
PWY.621..sucrose.degradation.III..sucrose.invertase.	gender	male	-1.82106682589013e-05	1.68052417963721e-05	524	519	0.279029996849233	0.462321694234199
URSIN.PWY..ureide.biosynthesis	gender	male	-3.42851319766459e-06	3.15896328784993e-06	524	64	0.278278075502774	0.462321694234199
PWY.7237..myo...chiro..and.scillo.inositol.degradation	gender	male	-1.45495052130041e-05	1.34646452400924e-05	524	138	0.280387923593979	0.462881787657302
PWY.4984..urea.cycle	gender	male	-6.43224178024831e-06	5.97388746489128e-06	524	290	0.282100871169454	0.464708101754412
PWY.5097..L.lysine.biosynthesis.VI	gender	male	1.8410707270049e-05	1.71701322644372e-05	524	518	0.284103311645489	0.466002434090888
PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation	gender	male	-8.39359667548226e-06	7.82497355973134e-06	524	408	0.283916813523507	0.466002434090888
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	gender	male	-9.10458278262852e-06	8.52416754564439e-06	524	425	0.285974307620242	0.467472601130291
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	gender	male	5.99879954010602e-06	5.62205144307322e-06	524	345	0.286460337756784	0.467472601130291
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	gender	male	-8.26953539772817e-06	7.75613713288037e-06	524	420	0.286830447168716	0.467472601130291
PWY.3781..aerobic.respiration.I..cytochrome.c.	born_method	vaginal	5.96177725279149e-06	5.70382509099727e-06	524	204	0.296403957492947	0.4820497482794
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	gender	male	-3.01162792264153e-06	2.92664321770425e-06	524	106	0.30393916853893	0.493257209959365
PWY.6071..superpathway.of.phenylethylamine.degradation	gender	male	-2.6927724749923e-06	2.62921662423576e-06	524	62	0.306228895720469	0.495922482287272
ALLANTOINDEG.PWY..superpathway.of.allantoin.degradation.in.yeast	gender	male	-2.92974947216085e-06	2.86740207762514e-06	524	73	0.307376500434225	0.496139032329657
PWY0.321..phenylacetate.degradation.I..aerobic.	gender	male	-2.67320986176296e-06	2.61784638522269e-06	524	62	0.307658016131315	0.496139032329657
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	gender	male	-8.27149203912888e-06	8.17810860250185e-06	524	461	0.312285551288666	0.502543555225039
P108.PWY..pyruvate.fermentation.to.propanoate.I	gender	male	-3.67560373315545e-06	3.64004228049745e-06	524	303	0.313074451597036	0.502756876149539
PWY.7385..1.3.propanediol.biosynthesis..engineered.	gender	male	-3.04518543570624e-06	3.02705083256315e-06	524	144	0.314886956254114	0.503842921089533
RUMP.PWY..formaldehyde.oxidation.I	gender	male	4.88662998333993e-06	4.85933118534815e-06	524	336	0.315066265276614	0.503842921089533
PWY.5392..reductive.TCA.cycle.II	gender	male	-2.5552092906484e-06	2.57749768335546e-06	524	102	0.321973569705833	0.513816154988892
METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis	born_method	vaginal	1.09999746248898e-05	1.11200119240079e-05	524	514	0.323021886684489	0.514079422215795
UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II	gender	male	-2.90559791328609e-06	2.94009492894527e-06	524	89	0.323480785258503	0.514079422215795
PWY.7242..D.fructuronate.degradation	gender	male	-8.33844768618114e-06	8.55145148201555e-06	524	414	0.329967386553498	0.52330231490679
GLUCONEO.PWY..gluconeogenesis.I	gender	male	-8.25394001733672e-06	8.52934681643934e-06	524	488	0.333637878662508	0.528030196395623
ANAEROFRUCAT.PWY..homolactic.fermentation	born_method	vaginal	-8.40961565114806e-06	8.7322214632149e-06	524	514	0.335966338397269	0.530619000437748
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	gender	male	1.56438946793609e-05	1.62943367442281e-05	524	476	0.33745943058545	0.531880501704639
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	gender	male	1.37926056039735e-05	1.44450287350081e-05	524	524	0.340104421779431	0.532760709781277
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	gender	male	1.37926056039735e-05	1.44450287350081e-05	524	524	0.340104421779431	0.532760709781277
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	gender	male	1.13512445586484e-05	1.1877772817477e-05	524	521	0.339681625010187	0.532760709781277
LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis	gender	male	-2.89852149910224e-06	3.0410767350126e-06	524	170	0.340969514987354	0.533025813225129
PWY.6606..guanosine.nucleotides.degradation.II	born_method	vaginal	-1.21495278160155e-05	1.28039435261642e-05	524	472	0.343116734682932	0.53420207066489
PWY.5920..superpathway.of.heme.biosynthesis.from.glycine	gender	male	-4.62791781819353e-06	4.87494537969217e-06	524	400	0.342894409873481	0.53420207066489
PWY.6305..putrescine.biosynthesis.IV	gender	male	-1.13456741113316e-05	1.1974198396625e-05	524	436	0.343818163142013	0.534208342731809
PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage	gender	male	-8.7351506992811e-06	9.27783868111671e-06	524	415	0.346881404678782	0.537876833975602
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	gender	male	1.5590471560176e-05	1.67768513360881e-05	524	524	0.353171898377892	0.546524594257505
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I	gender	male	-7.57396328999293e-06	8.18805254959415e-06	524	415	0.355393209085279	0.54885322209541
PWY0.1338..polymyxin.resistance	gender	male	-3.51157173222423e-06	3.8226871132976e-06	524	293	0.358722877727861	0.552880733077549
TRPSYN.PWY..L.tryptophan.biosynthesis	gender	male	1.31551503485032e-05	1.44096025844483e-05	524	518	0.361694614218621	0.556341515043099
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	born_method	vaginal	-7.45861090278648e-06	8.18240401590392e-06	524	461	0.362431043717621	0.556357073121638
P122.PWY..heterolactic.fermentation	born_method	vaginal	4.00309830613569e-06	4.40511716534794e-06	524	395	0.363908492408558	0.557507810369911
